wine_id,type,wine_name,country,region,varietal_name,winery,year,grapes_1_name,grapes_2_name,grapes_3_name
150854599,Red,Quinta das Carvalhas Douro 'Carvalhas' Vinhas Velhas ,portugal,Douro,Red,Quinta das Carvalhas,2017,Touriga Nacional,Tinta Roriz,Touriga Franca
156440830,Red,Niepoort Douro Charme Tinto ,portugal,Douro,Red,Niepoort,2018,Touriga Nacional,Tinta Roriz,Touriga Franca
1470915,Red,Quinta do Noval Douro ,portugal,Douro,Red,Quinta do Noval,2005,Touriga Nacional,Tinta Roriz,Touriga Franca
143800416,Red,Lavradores de Feitoria Três Bagos Grande Escolha Tinto ,portugal,Douro,Red,Lavradores de Feitoria,2015,Touriga Nacional,Tinta Roriz,Touriga Franca
146859844,Red,Couquinho Reserva Tinto ,portugal,Douro,Red,Couquinho,2015,Touriga Nacional,Tinta Roriz,Touriga Franca
2514055,Red,Encosta do Bocho Reserva Tinto ,portugal,Douro,Red,Encosta do Bocho,2009,Touriga Nacional,Tinta Roriz,Touriga Franca
8725842,Red,Oboé Grande Escolha ,portugal,Douro,Red,Oboé,2012,Touriga Nacional,Tinta Roriz,Touriga Franca
151757589,Red,Quinta da Boavista Touriga Nacional ,portugal,Douro,Red,Quinta da Boavista,2017,Touriga Nacional,Tinta Roriz,Touriga Franca
152184664,Red,CARM CM Tinto ,portugal,Douro,Red,CARM,2017,Touriga Nacional,Tinta Roriz,Touriga Franca
150307016,Red,Alves de Sousa Quinta da Gaivosa Tinto ,portugal,Douro,Red,Alves de Sousa,2017,Touriga Nacional,Tinta Roriz,Touriga Franca
154662259,Red,Vale da Corça Brunheda Vinhas Velhas ,portugal,Douro,Red,Vale da Corça,2017,Touriga Nacional,Tinta Roriz,Touriga Franca
10658419,Red,Roquette & Cazes Xisto Douro ,portugal,Douro,Red,Roquette & Cazes,2013,Touriga Nacional,Tinta Roriz,Touriga Franca
4421102,Red,Quinta Vale D. Maria Curriculum Vitae Douro (CV) ,portugal,Douro,Red,Quinta Vale D. Maria,2012,Touriga Nacional,Tinta Roriz,Touriga Franca
142808055,Red,Vallegre Douro Reserva Especial Vinhas Velhas ,portugal,Douro,Red,Vallegre,2016,Touriga Nacional,Tinta Roriz,Touriga Franca
154402467,Red,Mapa Reserva Especial Tinto ,portugal,Douro,Red,Mapa,2016,Touriga Nacional,Tinta Roriz,Touriga Franca
10519492,Red,Quinta dos Frades Vinhas Velhas ,portugal,Douro,Red,Quinta dos Frades,2013,Touriga Nacional,Tinta Roriz,Touriga Franca
137632941,Red,Quinta da Marka Marka Touriga Nacional ,portugal,Douro,Red,Quinta da Marka,2014,Touriga Nacional,Tinta Roriz,Touriga Franca
150283275,Red,Sagrado Vinhas Velhas Tinto ,portugal,Douro,Red,Sagrado,2012,Touriga Nacional,Tinta Roriz,Touriga Franca
150075432,Red,Quinta das Brôlhas Grande Escolha Tinto ,portugal,Douro,Red,Quinta das Brôlhas,2016,Touriga Nacional,Tinta Roriz,Touriga Franca
152712860,Red,Quinta Maria Izabel Vinhas da Princesa Tinto ,portugal,Douro,Red,Quinta Maria Izabel,2017,Touriga Nacional,Tinta Roriz,Touriga Franca
157735574,Red,Quinta Nova de Nossa Senhora do Carmo Reserva Terroir Blend ,portugal,Douro,Red,Quinta Nova de Nossa Senhora do Carmo,2018,Touriga Nacional,Tinta Roriz,Touriga Franca
2201215,Red,Quinta do Fojo Vinha do Fojo Tinto ,portugal,Douro,Red,Quinta do Fojo,1999,Touriga Nacional,Tinta Roriz,Touriga Franca
163343498,Red,Quinta de Ventozelo Tinta Amarela ,portugal,Douro,Red,Quinta de Ventozelo,2017,Touriga Nacional,Tinta Roriz,Touriga Franca
147982695,Red,Alves de Sousa Qta. Vale da Raposa Grande Escolha ,portugal,Douro,Red,Alves de Sousa,2015,Touriga Nacional,Tinta Roriz,Touriga Franca
155250904,Red,Esmero Tinto ,portugal,Douro,Red,Esmero,2016,Touriga Nacional,Tinta Roriz,Touriga Franca
161366621,Red,Pormenor Tinto ,portugal,Douro,Red,Pormenor,2019,Touriga Nacional,Tinta Roriz,Touriga Franca
158530579,Red,100 Hectares 17 Tinto ,portugal,Douro,Red,100 Hectares,2018,Touriga Nacional,Tinta Roriz,Touriga Franca
166751350,Red,Vieira de Sousa Unoaked Tinto ,portugal,Douro,Red,Vieira de Sousa,2019,Touriga Nacional,Tinta Roriz,Touriga Franca
163267198,Red,Morca Touran ,spain,Campo de Borja,Garnacha,Morca,2018,Tempranillo,Garnacha,Cabernet Sauvignon
18820206,Red,Alto Moncayo Aquilon Garnacha ,spain,Campo de Borja,Garnacha,Alto Moncayo,2015,Tempranillo,Garnacha,Cabernet Sauvignon
142531269,Red,Alto Moncayo Aquilon Garnacha ,spain,Campo de Borja,Garnacha,Alto Moncayo,2016,Tempranillo,Garnacha,Cabernet Sauvignon
160105662,Red,Alto Moncayo Garnacha ,spain,Campo de Borja,Garnacha,Alto Moncayo,2019,Tempranillo,Garnacha,Cabernet Sauvignon
169616197,Red,Morca Touran ,spain,Campo de Borja,Garnacha,Morca,2019,Tempranillo,Garnacha,Cabernet Sauvignon
162917051,Red,Atalaya Alaya Tierra (Old Vines Vieilles Vignes) ,spain,Almansa,Garnacha,Atalaya,2020,Tempranillo,Garnacha,Cabernet Sauvignon
160071042,Red,Morca Garnacha ,spain,Campo de Borja,Garnacha,Morca,2019,Tempranillo,Garnacha,Cabernet Sauvignon
161290686,Red,Finca Valpiedra Petra de Valpiedra Garnacha ,spain,Rioja,Garnacha,Finca Valpiedra,2017,Tempranillo,Garnacha,Cabernet Sauvignon
163402818,Red,Bodegas Ateca Atteca Armas Garnacha Old Vines ,spain,Calatayud,Garnacha,Bodegas Ateca,2019,Tempranillo,Garnacha,Cabernet Sauvignon
145371470,Red,Bodegas Gama Octogenarius ,spain,Rioja,Garnacha,Bodegas Gama,2014,Tempranillo,Garnacha,Cabernet Sauvignon
161848386,Red,Bodegas Frontonio El Jardín de las Iguales Viñedo Historico Garnacha ,spain,Aragón,Garnacha,Bodegas Frontonio,2016,Tempranillo,Garnacha,Cabernet Sauvignon
154512452,Red,Breca Brega Garnacha ,spain,Calatayud,Garnacha,Breca,2017,Tempranillo,Garnacha,Cabernet Sauvignon
150959875,Red,Bodegas Ateca Atteca Armas Garnacha Old Vines ,spain,Calatayud,Garnacha,Bodegas Ateca,2017,Tempranillo,Garnacha,Cabernet Sauvignon
159703120,Red,Alto Moncayo Veraton Garnacha ,spain,Campo de Borja,Garnacha,Alto Moncayo,2019,Tempranillo,Garnacha,Cabernet Sauvignon
26354021,Red,Particular Garnacha Viñas Centenarias ,spain,Cariñena,Garnacha,Particular,2015,Tempranillo,Garnacha,Cabernet Sauvignon
152130500,Red,Bodegas Amaren Garnacha ,spain,Rioja,Garnacha,Bodegas Amaren,2014,Tempranillo,Garnacha,Cabernet Sauvignon
168819217,Red,Cuentaviñas Garnacha ,spain,Rioja,Garnacha,Cuentaviñas,2019,Tempranillo,Garnacha,Cabernet Sauvignon
145068758,Red,Bodegas Gama Octogenarius ,spain,Rioja,Garnacha,Bodegas Gama,2015,Tempranillo,Garnacha,Cabernet Sauvignon
164875460,Red,Morca Godina Garnacha ,spain,Campo de Borja,Garnacha,Morca,2020,Tempranillo,Garnacha,Cabernet Sauvignon
151006906,Red,Palmeri Sicilia Palmeri Navalta Garnacha ,spain,Campo de Borja,Garnacha,Palmeri Sicilia,2017,Tempranillo,Garnacha,Cabernet Sauvignon
171622923,Red,Cuentaviñas Garnacha ,spain,Rioja,Garnacha,Cuentaviñas,2020,Tempranillo,Garnacha,Cabernet Sauvignon
156125538,Red,Alto Moncayo Veraton Garnacha ,spain,Campo de Borja,Garnacha,Alto Moncayo,2018,Tempranillo,Garnacha,Cabernet Sauvignon
157069960,Red,Bodegas Aragonesas Aragonia Selección Especial Garnacha ,spain,Campo de Borja,Garnacha,Bodegas Aragonesas,2018,Tempranillo,Garnacha,Cabernet Sauvignon
167684847,Red,Parés Baltà Garnatxa Hisenda Miret ,spain,Penedès,Garnacha,Parés Baltà,2019,Tempranillo,Garnacha,Cabernet Sauvignon
156502808,Red,Bodegas Ateca Atteca Armas Garnacha Old Vines ,spain,Calatayud,Garnacha,Bodegas Ateca,2018,Tempranillo,Garnacha,Cabernet Sauvignon
158208911,Red,Tierra De Cubas Gala Placidia Garnacha ,spain,Cariñena,Garnacha,Tierra De Cubas,2015,Tempranillo,Garnacha,Cabernet Sauvignon
160446993,Red,Carlos Ruben Antonio Antonia ,spain,Aragón,Garnacha,Carlos Ruben,2017,Tempranillo,Garnacha,Cabernet Sauvignon
161363000,Red,Vizcarra Ribera del Duero Monovarietal Garnacha ,spain,Ribera del Duero,Garnacha,Vizcarra,2017,Tempranillo,Garnacha,Cabernet Sauvignon
158769639,Red,Breca Brega Garnacha ,spain,Calatayud,Garnacha,Breca,2018,Tempranillo,Garnacha,Cabernet Sauvignon
161290684,Red,Finca Valpiedra Petra de Valpiedra Garnacha ,spain,Rioja,Garnacha,Finca Valpiedra,2018,Tempranillo,Garnacha,Cabernet Sauvignon
164762999,Red,Montecillo Viña Monty Reserva Garnacha ,spain,Rioja,Garnacha,Montecillo,2015,Tempranillo,Garnacha,Cabernet Sauvignon
166746466,Red,Unsi Finca Lasierra Garnacha ,spain,Navarra,Garnacha,Unsi,2016,Tempranillo,Garnacha,Cabernet Sauvignon
167379103,Red,Bodegas Ateca Atteca Armas Garnacha Old Vines ,spain,Calatayud,Garnacha,Bodegas Ateca,2020,Tempranillo,Garnacha,Cabernet Sauvignon
160131099,Red,Jiménez-Landi Las Iruelas El Tiemblo ,spain,Castilla y León,Garnacha,Jiménez-Landi,2019,Tempranillo,Garnacha,Cabernet Sauvignon
164943710,Red,Cérvoles Garnatxa de Cérvoles Vinyes Altes de Les Garrigues ,spain,Costers del Segre,Garnacha,Cérvoles,2019,Tempranillo,Garnacha,Cabernet Sauvignon
156057047,Red,D. Mateos La Mateo Garnacha Cepas Viejas ,spain,Rioja,Garnacha,D. Mateos,2017,Tempranillo,Garnacha,Cabernet Sauvignon
159392656,Red,Bodegas Aragonesas Fagus de Coto de Hayas Garnacha ,spain,Aragón,Garnacha,Bodegas Aragonesas,2019,Tempranillo,Garnacha,Cabernet Sauvignon
168898758,Red,Morca Flor de Morca ,spain,Campo de Borja,Garnacha,Morca,2021,Tempranillo,Garnacha,Cabernet Sauvignon
36175147,Red,Comando G Reina de los Deseos ,spain,Madrid,Garnacha,Comando G,2014,Tempranillo,Garnacha,Cabernet Sauvignon
159955569,Red,Parajes de los Vidrios Pico del Mirlo Garnacha ,spain,Madrid,Garnacha,Parajes de los Vidrios,2017,Tempranillo,Garnacha,Cabernet Sauvignon
155068570,Red,Cuevas de Arom OS Cantals ,spain,Campo de Borja,Garnacha,Cuevas de Arom,2016,Tempranillo,Garnacha,Cabernet Sauvignon
150362401,Red,Pittacum La Prohibición Garnacha Tintorera ,spain,Castilla y León,Garnacha,Pittacum,2017,Tempranillo,Garnacha,Cabernet Sauvignon
158658908,Red,Bodegas Care Finca Bancales Viñas Viejas Garnacha ,spain,Cariñena,Garnacha,Bodegas Care,2018,Tempranillo,Garnacha,Cabernet Sauvignon
164258715,Red,Viña Zorzal & Matías Michelini Garnache ,spain,Navarra,Garnacha,Viña Zorzal & Matías Michelini,2019,Tempranillo,Garnacha,Cabernet Sauvignon
166679151,Red,Bodegas Frontonio Parcela La Cerqueta Garnacha ,spain,Valdejalón,Garnacha,Bodegas Frontonio,2018,Tempranillo,Garnacha,Cabernet Sauvignon
154604652,Red,Bodegas Frontonio Garnacha ,spain,Valdejalón,Garnacha,Bodegas Frontonio,2017,Tempranillo,Garnacha,Cabernet Sauvignon
170645783,Red,Gil Pejenaute Tabuca ,spain,Campo de Borja,Garnacha,Gil Pejenaute,2020,Tempranillo,Garnacha,Cabernet Sauvignon
162664130,Red,Cuevas de Arom Tuca Negra ,spain,Campo de Borja,Garnacha,Cuevas de Arom,2017,Tempranillo,Garnacha,Cabernet Sauvignon
153393949,Red,Baigorri Rioja Garnacha ,spain,Rioja,Garnacha,Baigorri,2017,Tempranillo,Garnacha,Cabernet Sauvignon
163048739,Red,Jiménez-Landi Ataulfos ,spain,Méntrida,Garnacha,Jiménez-Landi,2018,Tempranillo,Garnacha,Cabernet Sauvignon
169138474,Red,Vinos Divertidos Camino A Pardos Garnacha Viñas Viejas 80 Old Vines ,spain,Calatayud,Garnacha,Vinos Divertidos,2019,Tempranillo,Garnacha,Cabernet Sauvignon
160142028,Red,Bernabeleva Arroyo del Tórtolas ,spain,Madrid,Garnacha,Bernabeleva,2018,Tempranillo,Garnacha,Cabernet Sauvignon
169181041,Red,Finca La Aparecida Tinto Garnacha ,spain,Aragón,Garnacha,Finca La Aparecida,2019,Tempranillo,Garnacha,Cabernet Sauvignon
144535650,Red,Viñas del Vero Secastilla ,spain,Somontano,Garnacha,Viñas del Vero,2016,Tempranillo,Garnacha,Cabernet Sauvignon
87877075,Red,Comando G La Mujer Cañón ,spain,Madrid,Garnacha,Comando G,2016,Tempranillo,Garnacha,Cabernet Sauvignon
156970737,Red,Telmo Rodriguez Pegaso Granito ,spain,Castilla y León,Garnacha,Telmo Rodriguez,2017,Tempranillo,Garnacha,Cabernet Sauvignon
165591407,Red,Rodríguez de Vera Atalaque Garnacha del Horcajo ,spain,Méntrida,Garnacha,Rodríguez de Vera,2018,Tempranillo,Garnacha,Cabernet Sauvignon
160035565,Red,Mas de Mancuso Garnacha ,spain,Cariñena,Garnacha,Mas de Mancuso,2018,Tempranillo,Garnacha,Cabernet Sauvignon
158534481,Red,Cuevas de Arom Tuca Negra ,spain,Campo de Borja,Garnacha,Cuevas de Arom,2016,Tempranillo,Garnacha,Cabernet Sauvignon
167310153,Red,Parajes de los Vidrios Pico del Mirlo Garnacha ,spain,Madrid,Garnacha,Parajes de los Vidrios,2018,Tempranillo,Garnacha,Cabernet Sauvignon
165689939,Red,Jiménez-Landi Cantos del Diablo ,spain,Méntrida,Garnacha,Jiménez-Landi,2019,Tempranillo,Garnacha,Cabernet Sauvignon
159956720,Red,Dehesa El Carrascal Mar García ,spain,Almansa,Garnacha,Dehesa El Carrascal,2019,Tempranillo,Garnacha,Cabernet Sauvignon
168644000,Red,Cuevas de Arom Tuca Negra ,spain,Campo de Borja,Garnacha,Cuevas de Arom,2019,Tempranillo,Garnacha,Cabernet Sauvignon
165829008,Red,Viña Zorzal La Peli ,spain,Navarra,Garnacha,Viña Zorzal,2018,Tempranillo,Garnacha,Cabernet Sauvignon
156063876,Red,Jiménez-Landi Ataulfos ,spain,Méntrida,Garnacha,Jiménez-Landi,2017,Tempranillo,Garnacha,Cabernet Sauvignon
159364726,Red,Borsao Bodegas Tres Picos Garnacha ,spain,Campo de Borja,Garnacha,Borsao Bodegas,2019,Tempranillo,Garnacha,Cabernet Sauvignon
161857370,Red,Morca Flor de Morca ,spain,Campo de Borja,Garnacha,Morca,2019,Tempranillo,Garnacha,Cabernet Sauvignon
156777789,Red,Proyecto Garnachas de España La Garnacha Perdida ,spain,Aragón,Garnacha,Proyecto Garnachas de España,2017,Tempranillo,Garnacha,Cabernet Sauvignon
161325989,Red,Bodegas Ateca Atteca Garnacha (Old Vines) ,spain,Calatayud,Garnacha,Bodegas Ateca,2019,Tempranillo,Garnacha,Cabernet Sauvignon
153317524,Red,Artadi Artazu Pasos de San Martín Garnacha ,spain,Vino de España,Garnacha,Artadi,2016,Tempranillo,Garnacha,Cabernet Sauvignon
146732492,Red,El Escocés Volante El Puño Tinto ,spain,Calatayud,Garnacha,El Escocés Volante,2016,Tempranillo,Garnacha,Cabernet Sauvignon
5789719,Red,Palacio de Sada Garnacha ,spain,Navarra,Garnacha,Palacio de Sada,2014,Tempranillo,Garnacha,Cabernet Sauvignon
150685783,Red,Descendientes de J. Palacios La Faraona Bierzo (Corullón) ,spain,Bierzo,Mencía,Descendientes de J. Palacios,2017,Tempranillo,Garnacha,Cabernet Sauvignon
103373328,Red,Descendientes de J. Palacios La Faraona Bierzo (Corullón) ,spain,Bierzo,Mencía,Descendientes de J. Palacios,2016,Tempranillo,Garnacha,Cabernet Sauvignon
3078522,Red,Descendientes de J. Palacios La Faraona Bierzo (Corullón) ,spain,Bierzo,Mencía,Descendientes de J. Palacios,2013,Tempranillo,Garnacha,Cabernet Sauvignon
156847519,Red,Descendientes de J. Palacios La Faraona Bierzo (Corullón) ,spain,Bierzo,Mencía,Descendientes de J. Palacios,2018,Tempranillo,Garnacha,Cabernet Sauvignon
168827703,Red,Losada La Bienquerida ,spain,Bierzo,Mencía,Losada,2019,Tempranillo,Garnacha,Cabernet Sauvignon
160023768,Red,Descendientes de J. Palacios Las Lamas Bierzo (Corullón) ,spain,Bierzo,Mencía,Descendientes de J. Palacios,2018,Tempranillo,Garnacha,Cabernet Sauvignon
20857463,Red,Descendientes de J. Palacios La Faraona Bierzo (Corullón) ,spain,Bierzo,Mencía,Descendientes de J. Palacios,2015,Tempranillo,Garnacha,Cabernet Sauvignon
166444764,Red,Losada La Bienquerida ,spain,Bierzo,Mencía,Losada,2018,Tempranillo,Garnacha,Cabernet Sauvignon
150354408,Red,Descendientes de J. Palacios Las Lamas Bierzo (Corullón) ,spain,Bierzo,Mencía,Descendientes de J. Palacios,2017,Tempranillo,Garnacha,Cabernet Sauvignon
169893137,Red,Vinos Valtuille Cabanelas Mencia ,spain,Bierzo,Mencía,Vinos Valtuille,2017,Tempranillo,Garnacha,Cabernet Sauvignon
159500149,Red,Losada Altos de Losada ,spain,Bierzo,Mencía,Losada,2019,Tempranillo,Garnacha,Cabernet Sauvignon
159757165,Red,Losada Altos de Losada El Cepón ,spain,Bierzo,Mencía,Losada,2017,Tempranillo,Garnacha,Cabernet Sauvignon
148683337,Red,Descendientes de J. Palacios Las Lamas Bierzo (Corullón) ,spain,Bierzo,Mencía,Descendientes de J. Palacios,2016,Tempranillo,Garnacha,Cabernet Sauvignon
159680175,Red,Raúl Pérez Ultreia Valtuille Mencía ,spain,Bierzo,Mencía,Raúl Pérez,2019,Tempranillo,Garnacha,Cabernet Sauvignon
166740250,Red,Castro Ventosa Valtuille Cepas Centenarias ,spain,Bierzo,Mencía,Castro Ventosa,2019,Tempranillo,Garnacha,Cabernet Sauvignon
165370171,Red,Losada Altos de Losada ,spain,Bierzo,Mencía,Losada,2020,Tempranillo,Garnacha,Cabernet Sauvignon
156228941,Red,Dominio do Bibei Lacima ,spain,Ribeira Sacra,Mencía,Dominio do Bibei,2018,Tempranillo,Garnacha,Cabernet Sauvignon
4503091,Red,Estefanía Tilenus Pieros ,spain,Bierzo,Mencía,Estefanía,2014,Tempranillo,Garnacha,Cabernet Sauvignon
164233280,Red,Descendientes de J. Palacios Moncerbal Bierzo (Corullón) ,spain,Bierzo,Mencía,Descendientes de J. Palacios,2019,Tempranillo,Garnacha,Cabernet Sauvignon
172469291,Red,Raúl Pérez Kolor ,spain,Bierzo,Mencía,Raúl Pérez,2019,Tempranillo,Garnacha,Cabernet Sauvignon
171119883,Red,Losada Altos de Losada El Cepón ,spain,Bierzo,Mencía,Losada,2020,Tempranillo,Garnacha,Cabernet Sauvignon
164996997,Red,Descendientes de J. Palacios Fontelas Bierzo (Corullón) ,spain,Bierzo,Mencía,Descendientes de J. Palacios,2018,Tempranillo,Garnacha,Cabernet Sauvignon
151491207,Red,Losada Altos de Losada ,spain,Bierzo,Mencía,Losada,2017,Tempranillo,Garnacha,Cabernet Sauvignon
3365227,Red,Bodega Luzdivina Amigo Viñademoya Mencia ,spain,Bierzo,Mencía,Bodega Luzdivina Amigo,2007,Tempranillo,Garnacha,Cabernet Sauvignon
22015690,Red,Descendientes de J. Palacios Moncerbal Bierzo (Corullón) ,spain,Bierzo,Mencía,Descendientes de J. Palacios,2015,Tempranillo,Garnacha,Cabernet Sauvignon
150406681,Red,Dominio do Bibei Lacima ,spain,Ribeira Sacra,Mencía,Dominio do Bibei,2017,Tempranillo,Garnacha,Cabernet Sauvignon
156822637,Red,Casar de Burbia Hombros ,spain,Bierzo,Mencía,Casar de Burbia,2018,Tempranillo,Garnacha,Cabernet Sauvignon
4503083,Red,Estefanía Tilenus Pieros ,spain,Bierzo,Mencía,Estefanía,2012,Tempranillo,Garnacha,Cabernet Sauvignon
163838272,Red,Castro Candaz A Boca do Demo ,spain,Ribeira Sacra,Mencía,Castro Candaz,2018,Tempranillo,Garnacha,Cabernet Sauvignon
151918139,Red,Pittacum Aurea ,spain,Bierzo,Mencía,Pittacum,2017,Tempranillo,Garnacha,Cabernet Sauvignon
142761098,Red,Castro Ventosa Valtuille Cepas Centenarias ,spain,Bierzo,Mencía,Castro Ventosa,2016,Tempranillo,Garnacha,Cabernet Sauvignon
156410166,Red,Pittacum Aurea ,spain,Bierzo,Mencía,Pittacum,2018,Tempranillo,Garnacha,Cabernet Sauvignon
157201531,Red,Descendientes de J. Palacios Valdafoz Bierzo (Corullón) ,spain,Bierzo,Mencía,Descendientes de J. Palacios,2017,Tempranillo,Garnacha,Cabernet Sauvignon
161660077,Red,Raúl Pérez Ultreia el Rapolao Mencía ,spain,Bierzo,Mencía,Raúl Pérez,2018,Tempranillo,Garnacha,Cabernet Sauvignon
162253494,Red,Michelini i Mufatto El Rapolao ,spain,Bierzo,Mencía,Michelini i Mufatto,2016,Tempranillo,Garnacha,Cabernet Sauvignon
163834068,Red,Descendientes de J. Palacios Las Lamas Bierzo (Corullón) ,spain,Bierzo,Mencía,Descendientes de J. Palacios,2019,Tempranillo,Garnacha,Cabernet Sauvignon
166030905,Red,Michelini i Mufatto Encrucijada ,spain,Bierzo,Mencía,Michelini i Mufatto,2018,Tempranillo,Garnacha,Cabernet Sauvignon
6791590,Red,Dominio de Tares Tares P.3 ,spain,Bierzo,Mencía,Dominio de Tares,2009,Tempranillo,Garnacha,Cabernet Sauvignon
158122312,Red,Merayo La Galbana Bierzo ,spain,Bierzo,Mencía,Merayo,2016,Tempranillo,Garnacha,Cabernet Sauvignon
143654198,Red,Dominio de Tares P3 Mencía ,spain,Bierzo,Mencía,Dominio de Tares,2015,Tempranillo,Garnacha,Cabernet Sauvignon
166486197,Red,Losada La Bienquerida ,spain,Bierzo,Mencía,Losada,2020,Tempranillo,Garnacha,Cabernet Sauvignon
169918218,Red,Mar de Envero Volandia ,spain,Ribeira Sacra,Mencía,Mar de Envero,2019,Tempranillo,Garnacha,Cabernet Sauvignon
150885200,Red,Dominio do Bibei Lalama ,spain,Ribeira Sacra,Mencía,Dominio do Bibei,2017,Tempranillo,Garnacha,Cabernet Sauvignon
144949440,Red,Descendientes de J. Palacios Villa de Corullón Bierzo ,spain,Bierzo,Mencía,Descendientes de J. Palacios,2016,Tempranillo,Garnacha,Cabernet Sauvignon
160556602,Red,Dominio do Bibei Lalama ,spain,Ribeira Sacra,Mencía,Dominio do Bibei,2019,Tempranillo,Garnacha,Cabernet Sauvignon
157003191,Red,Descendientes de J. Palacios Villa de Corullón Bierzo ,spain,Bierzo,Mencía,Descendientes de J. Palacios,2018,Tempranillo,Garnacha,Cabernet Sauvignon
160317263,Red,Losada Bierzo Red ,spain,Bierzo,Mencía,Losada,2019,Tempranillo,Garnacha,Cabernet Sauvignon
161482253,Red,La Vizcaína El Rapolao (Lomas de Valtuille) ,spain,Bierzo,Mencía,La Vizcaína,2019,Tempranillo,Garnacha,Cabernet Sauvignon
159910317,Red,Descendientes de J. Palacios Villa de Corullón Bierzo ,spain,Bierzo,Mencía,Descendientes de J. Palacios,2019,Tempranillo,Garnacha,Cabernet Sauvignon
144474820,Red,Mas Asturias Massuria ,spain,Bierzo,Mencía,Mas Asturias,2013,Tempranillo,Garnacha,Cabernet Sauvignon
4317140,Red,Losada La Bienquerida ,spain,Bierzo,Mencía,Losada,2013,Tempranillo,Garnacha,Cabernet Sauvignon
22726845,Red,Camino del Norte El Tesón ,spain,Bierzo,Mencía,Camino del Norte,2013,Tempranillo,Garnacha,Cabernet Sauvignon
159907738,Red,Dominio do Bibei Ribeira Sacra Refugallo ,spain,Ribeira Sacra,Mencía,Dominio do Bibei,2019,Tempranillo,Garnacha,Cabernet Sauvignon
165110246,Red,Fazenda Prádio Tinto ,spain,Galicia,Mencía,Fazenda Prádio,2019,Tempranillo,Garnacha,Cabernet Sauvignon
141254175,Red,Dominio do Bibei Lacima ,spain,Ribeira Sacra,Mencía,Dominio do Bibei,2016,Tempranillo,Garnacha,Cabernet Sauvignon
163430189,Red,La Vizcaína La Poulosa (Lomas de Valtuille) ,spain,Bierzo,Mencía,La Vizcaína,2019,Tempranillo,Garnacha,Cabernet Sauvignon
153249012,Red,Pittacum Val De La Osa ,spain,Bierzo,Mencía,Pittacum,2017,Tempranillo,Garnacha,Cabernet Sauvignon
19170323,Red,Casar de Burbia Tebaida Nemesio Mencía ,spain,Bierzo,Mencía,Casar de Burbia,2015,Tempranillo,Garnacha,Cabernet Sauvignon
158905797,Red,Casar de Burbia Tebaida ,spain,Bierzo,Mencía,Casar de Burbia,2015,Tempranillo,Garnacha,Cabernet Sauvignon
165298050,Red,Raúl Pérez Ultreia Valtuille Mencía ,spain,Bierzo,Mencía,Raúl Pérez,2020,Tempranillo,Garnacha,Cabernet Sauvignon
161822763,Red,Raúl Pérez Ultreia Mencía ,spain,Bierzo,Mencía,Raúl Pérez,2019,Tempranillo,Garnacha,Cabernet Sauvignon
164057164,Red,Mar de Envero Volandia ,spain,Ribeira Sacra,Mencía,Mar de Envero,2017,Tempranillo,Garnacha,Cabernet Sauvignon
153418267,Red,Coto de Gomariz (María Álvarez Serrano) Abadia de Gomariz ,spain,Ribeiro,Mencía,Coto de Gomariz (María Álvarez Serrano),2017,Tempranillo,Garnacha,Cabernet Sauvignon
152085799,Red,Casar de Burbia Hombros ,spain,Bierzo,Mencía,Casar de Burbia,2017,Tempranillo,Garnacha,Cabernet Sauvignon
163103198,Red,Michelini i Mufatto El Rapolao ,spain,Bierzo,Mencía,Michelini i Mufatto,2018,Tempranillo,Garnacha,Cabernet Sauvignon
160892862,Red,Raúl Pérez Ultreia el Rapolao Mencía ,spain,Bierzo,Mencía,Raúl Pérez,2017,Tempranillo,Garnacha,Cabernet Sauvignon
166781637,Red,Cantariña Valdeobispo ,spain,Bierzo,Mencía,Cantariña,2018,Tempranillo,Garnacha,Cabernet Sauvignon
162478208,Red,Michelini i Mufatto El Rapolao ,spain,Bierzo,Mencía,Michelini i Mufatto,2017,Tempranillo,Garnacha,Cabernet Sauvignon
92184700,Red,Casar de Burbia Tebaida 5 ,spain,Bierzo,Mencía,Casar de Burbia,2015,Tempranillo,Garnacha,Cabernet Sauvignon
166778701,Red,Castro Ventosa Valtuille La Cova de la Raposa ,spain,Bierzo,Mencía,Castro Ventosa,2019,Tempranillo,Garnacha,Cabernet Sauvignon
163899126,Red,Descendientes de J. Palacios Villa de Corullón Bierzo ,spain,Bierzo,Mencía,Descendientes de J. Palacios,2020,Tempranillo,Garnacha,Cabernet Sauvignon
166649644,Red,Michelini i Mufatto El Rapolao ,spain,Bierzo,Mencía,Michelini i Mufatto,2019,Tempranillo,Garnacha,Cabernet Sauvignon
151587695,Red,Dominio de Tares Bembibre Mencía ,spain,Bierzo,Mencía,Dominio de Tares,2017,Tempranillo,Garnacha,Cabernet Sauvignon
157606242,Red,Demencia de Autor Demencia ,spain,Bierzo,Mencía,Demencia de Autor,2018,Tempranillo,Garnacha,Cabernet Sauvignon
156441364,Red,Losada Bierzo Red ,spain,Bierzo,Mencía,Losada,2018,Tempranillo,Garnacha,Cabernet Sauvignon
162909474,Red,Descendientes de J. Palacios Pétalos ,spain,Bierzo,Mencía,Descendientes de J. Palacios,2020,Tempranillo,Garnacha,Cabernet Sauvignon
