wine_id,type,wine_name,country,region,varietal_name,winery,year,grapes_1_name,grapes_2_name,grapes_3_name,tokenized
4421102,red,quinta vale d. maria curriculum vitae douro (cv) ,portugal,douro,red,quinta vale d. maria,2012,touriga nacional,tinta roriz,touriga franca,"['quinta', 'vale', 'd.', 'maria', 'curriculum', 'vitae', 'douro', '(', 'cv', ')']"
142808055,red,vallegre douro reserva especial vinhas velhas ,portugal,douro,red,vallegre,2016,touriga nacional,tinta roriz,touriga franca,"['vallegre', 'douro', 'reserva', 'especial', 'vinhas', 'velhas']"
154402467,red,mapa reserva especial tinto ,portugal,douro,red,mapa,2016,touriga nacional,tinta roriz,touriga franca,"['mapa', 'reserva', 'especial', 'tinto']"
10519492,red,quinta dos frades vinhas velhas ,portugal,douro,red,quinta dos frades,2013,touriga nacional,tinta roriz,touriga franca,"['quinta', 'dos', 'frades', 'vinhas', 'velhas']"
137632941,red,quinta da marka marka touriga nacional ,portugal,douro,red,quinta da marka,2014,touriga nacional,tinta roriz,touriga franca,"['quinta', 'da', 'marka', 'marka', 'touriga', 'nacional']"
150283275,red,sagrado vinhas velhas tinto ,portugal,douro,red,sagrado,2012,touriga nacional,tinta roriz,touriga franca,"['sagrado', 'vinhas', 'velhas', 'tinto']"
150075432,red,quinta das brôlhas grande escolha tinto ,portugal,douro,red,quinta das brôlhas,2016,touriga nacional,tinta roriz,touriga franca,"['quinta', 'das', 'brôlhas', 'grande', 'escolha', 'tinto']"
152712860,red,quinta maria izabel vinhas da princesa tinto ,portugal,douro,red,quinta maria izabel,2017,touriga nacional,tinta roriz,touriga franca,"['quinta', 'maria', 'izabel', 'vinhas', 'da', 'princesa', 'tinto']"
157735574,red,quinta nova de nossa senhora do carmo reserva terroir blend ,portugal,douro,red,quinta nova de nossa senhora do carmo,2018,touriga nacional,tinta roriz,touriga franca,"['quinta', 'nova', 'de', 'nossa', 'senhora', 'do', 'carmo', 'reserva', 'terroir', 'blend']"
2201215,red,quinta do fojo vinha do fojo tinto ,portugal,douro,red,quinta do fojo,1999,touriga nacional,tinta roriz,touriga franca,"['quinta', 'do', 'fojo', 'vinha', 'do', 'fojo', 'tinto']"
163343498,red,quinta de ventozelo tinta amarela ,portugal,douro,red,quinta de ventozelo,2017,touriga nacional,tinta roriz,touriga franca,"['quinta', 'de', 'ventozelo', 'tinta', 'amarela']"
147982695,red,alves de sousa qta. vale da raposa grande escolha ,portugal,douro,red,alves de sousa,2015,touriga nacional,tinta roriz,touriga franca,"['alves', 'de', 'sousa', 'qta', '.', 'vale', 'da', 'raposa', 'grande', 'escolha']"
155250904,red,esmero tinto ,portugal,douro,red,esmero,2016,touriga nacional,tinta roriz,touriga franca,"['esmero', 'tinto']"
161366621,red,pormenor tinto ,portugal,douro,red,pormenor,2019,touriga nacional,tinta roriz,touriga franca,"['pormenor', 'tinto']"
158530579,red,100 hectares 17 tinto ,portugal,douro,red,100 hectares,2018,touriga nacional,tinta roriz,touriga franca,"['100', 'hectares', '17', 'tinto']"
166751350,red,vieira de sousa unoaked tinto ,portugal,douro,red,vieira de sousa,2019,touriga nacional,tinta roriz,touriga franca,"['vieira', 'de', 'sousa', 'unoaked', 'tinto']"
163267198,red,morca touran ,spain,campo de borja,garnacha,morca,2018,tempranillo,garnacha,cabernet sauvignon,"['morca', 'touran']"
18820206,red,alto moncayo aquilon garnacha ,spain,campo de borja,garnacha,alto moncayo,2015,tempranillo,garnacha,cabernet sauvignon,"['alto', 'moncayo', 'aquilon', 'garnacha']"
142531269,red,alto moncayo aquilon garnacha ,spain,campo de borja,garnacha,alto moncayo,2016,tempranillo,garnacha,cabernet sauvignon,"['alto', 'moncayo', 'aquilon', 'garnacha']"
160105662,red,alto moncayo garnacha ,spain,campo de borja,garnacha,alto moncayo,2019,tempranillo,garnacha,cabernet sauvignon,"['alto', 'moncayo', 'garnacha']"
169616197,red,morca touran ,spain,campo de borja,garnacha,morca,2019,tempranillo,garnacha,cabernet sauvignon,"['morca', 'touran']"
162917051,red,atalaya alaya tierra (old vines vieilles vignes) ,spain,almansa,garnacha,atalaya,2020,tempranillo,garnacha,cabernet sauvignon,"['atalaya', 'alaya', 'tierra', '(', 'old', 'vines', 'vieilles', 'vignes', ')']"
160071042,red,morca garnacha ,spain,campo de borja,garnacha,morca,2019,tempranillo,garnacha,cabernet sauvignon,"['morca', 'garnacha']"
161290686,red,finca valpiedra petra de valpiedra garnacha ,spain,rioja,garnacha,finca valpiedra,2017,tempranillo,garnacha,cabernet sauvignon,"['finca', 'valpiedra', 'petra', 'de', 'valpiedra', 'garnacha']"
163402818,red,bodegas ateca atteca armas garnacha old vines ,spain,calatayud,garnacha,bodegas ateca,2019,tempranillo,garnacha,cabernet sauvignon,"['bodegas', 'ateca', 'atteca', 'armas', 'garnacha', 'old', 'vines']"
145371470,red,bodegas gama octogenarius ,spain,rioja,garnacha,bodegas gama,2014,tempranillo,garnacha,cabernet sauvignon,"['bodegas', 'gama', 'octogenarius']"
161848386,red,bodegas frontonio el jardín de las iguales viñedo historico garnacha ,spain,aragón,garnacha,bodegas frontonio,2016,tempranillo,garnacha,cabernet sauvignon,"['bodegas', 'frontonio', 'el', 'jardín', 'de', 'las', 'iguales', 'viñedo', 'historico', 'garnacha']"
154512452,red,breca brega garnacha ,spain,calatayud,garnacha,breca,2017,tempranillo,garnacha,cabernet sauvignon,"['breca', 'brega', 'garnacha']"
150959875,red,bodegas ateca atteca armas garnacha old vines ,spain,calatayud,garnacha,bodegas ateca,2017,tempranillo,garnacha,cabernet sauvignon,"['bodegas', 'ateca', 'atteca', 'armas', 'garnacha', 'old', 'vines']"
159703120,red,alto moncayo veraton garnacha ,spain,campo de borja,garnacha,alto moncayo,2019,tempranillo,garnacha,cabernet sauvignon,"['alto', 'moncayo', 'veraton', 'garnacha']"
26354021,red,particular garnacha viñas centenarias ,spain,cariñena,garnacha,particular,2015,tempranillo,garnacha,cabernet sauvignon,"['particular', 'garnacha', 'viñas', 'centenarias']"
152130500,red,bodegas amaren garnacha ,spain,rioja,garnacha,bodegas amaren,2014,tempranillo,garnacha,cabernet sauvignon,"['bodegas', 'amaren', 'garnacha']"
168819217,red,cuentaviñas garnacha ,spain,rioja,garnacha,cuentaviñas,2019,tempranillo,garnacha,cabernet sauvignon,"['cuentaviñas', 'garnacha']"
145068758,red,bodegas gama octogenarius ,spain,rioja,garnacha,bodegas gama,2015,tempranillo,garnacha,cabernet sauvignon,"['bodegas', 'gama', 'octogenarius']"
164875460,red,morca godina garnacha ,spain,campo de borja,garnacha,morca,2020,tempranillo,garnacha,cabernet sauvignon,"['morca', 'godina', 'garnacha']"
151006906,red,palmeri sicilia palmeri navalta garnacha ,spain,campo de borja,garnacha,palmeri sicilia,2017,tempranillo,garnacha,cabernet sauvignon,"['palmeri', 'sicilia', 'palmeri', 'navalta', 'garnacha']"
171622923,red,cuentaviñas garnacha ,spain,rioja,garnacha,cuentaviñas,2020,tempranillo,garnacha,cabernet sauvignon,"['cuentaviñas', 'garnacha']"
156125538,red,alto moncayo veraton garnacha ,spain,campo de borja,garnacha,alto moncayo,2018,tempranillo,garnacha,cabernet sauvignon,"['alto', 'moncayo', 'veraton', 'garnacha']"
157069960,red,bodegas aragonesas aragonia selección especial garnacha ,spain,campo de borja,garnacha,bodegas aragonesas,2018,tempranillo,garnacha,cabernet sauvignon,"['bodegas', 'aragonesas', 'aragonia', 'selección', 'especial', 'garnacha']"
167684847,red,parés baltà garnatxa hisenda miret ,spain,penedès,garnacha,parés baltà,2019,tempranillo,garnacha,cabernet sauvignon,"['parés', 'baltà', 'garnatxa', 'hisenda', 'miret']"
156502808,red,bodegas ateca atteca armas garnacha old vines ,spain,calatayud,garnacha,bodegas ateca,2018,tempranillo,garnacha,cabernet sauvignon,"['bodegas', 'ateca', 'atteca', 'armas', 'garnacha', 'old', 'vines']"
158208911,red,tierra de cubas gala placidia garnacha ,spain,cariñena,garnacha,tierra de cubas,2015,tempranillo,garnacha,cabernet sauvignon,"['tierra', 'de', 'cubas', 'gala', 'placidia', 'garnacha']"
160446993,red,carlos ruben antonio antonia ,spain,aragón,garnacha,carlos ruben,2017,tempranillo,garnacha,cabernet sauvignon,"['carlos', 'ruben', 'antonio', 'antonia']"
161363000,red,vizcarra ribera del duero monovarietal garnacha ,spain,ribera del duero,garnacha,vizcarra,2017,tempranillo,garnacha,cabernet sauvignon,"['vizcarra', 'ribera', 'del', 'duero', 'monovarietal', 'garnacha']"
158769639,red,breca brega garnacha ,spain,calatayud,garnacha,breca,2018,tempranillo,garnacha,cabernet sauvignon,"['breca', 'brega', 'garnacha']"
161290684,red,finca valpiedra petra de valpiedra garnacha ,spain,rioja,garnacha,finca valpiedra,2018,tempranillo,garnacha,cabernet sauvignon,"['finca', 'valpiedra', 'petra', 'de', 'valpiedra', 'garnacha']"
164762999,red,montecillo viña monty reserva garnacha ,spain,rioja,garnacha,montecillo,2015,tempranillo,garnacha,cabernet sauvignon,"['montecillo', 'viña', 'monty', 'reserva', 'garnacha']"
166746466,red,unsi finca lasierra garnacha ,spain,navarra,garnacha,unsi,2016,tempranillo,garnacha,cabernet sauvignon,"['unsi', 'finca', 'lasierra', 'garnacha']"
167379103,red,bodegas ateca atteca armas garnacha old vines ,spain,calatayud,garnacha,bodegas ateca,2020,tempranillo,garnacha,cabernet sauvignon,"['bodegas', 'ateca', 'atteca', 'armas', 'garnacha', 'old', 'vines']"
160131099,red,jiménez-landi las iruelas el tiemblo ,spain,castilla y león,garnacha,jiménez-landi,2019,tempranillo,garnacha,cabernet sauvignon,"['jiménez-landi', 'las', 'iruelas', 'el', 'tiemblo']"
164943710,red,cérvoles garnatxa de cérvoles vinyes altes de les garrigues ,spain,costers del segre,garnacha,cérvoles,2019,tempranillo,garnacha,cabernet sauvignon,"['cérvoles', 'garnatxa', 'de', 'cérvoles', 'vinyes', 'altes', 'de', 'les', 'garrigues']"
156057047,red,d. mateos la mateo garnacha cepas viejas ,spain,rioja,garnacha,d. mateos,2017,tempranillo,garnacha,cabernet sauvignon,"['d.', 'mateos', 'la', 'mateo', 'garnacha', 'cepas', 'viejas']"
159392656,red,bodegas aragonesas fagus de coto de hayas garnacha ,spain,aragón,garnacha,bodegas aragonesas,2019,tempranillo,garnacha,cabernet sauvignon,"['bodegas', 'aragonesas', 'fagus', 'de', 'coto', 'de', 'hayas', 'garnacha']"
168898758,red,morca flor de morca ,spain,campo de borja,garnacha,morca,2021,tempranillo,garnacha,cabernet sauvignon,"['morca', 'flor', 'de', 'morca']"
36175147,red,comando g reina de los deseos ,spain,madrid,garnacha,comando g,2014,tempranillo,garnacha,cabernet sauvignon,"['comando', 'g', 'reina', 'de', 'los', 'deseos']"
159955569,red,parajes de los vidrios pico del mirlo garnacha ,spain,madrid,garnacha,parajes de los vidrios,2017,tempranillo,garnacha,cabernet sauvignon,"['parajes', 'de', 'los', 'vidrios', 'pico', 'del', 'mirlo', 'garnacha']"
155068570,red,cuevas de arom os cantals ,spain,campo de borja,garnacha,cuevas de arom,2016,tempranillo,garnacha,cabernet sauvignon,"['cuevas', 'de', 'arom', 'os', 'cantals']"
150362401,red,pittacum la prohibición garnacha tintorera ,spain,castilla y león,garnacha,pittacum,2017,tempranillo,garnacha,cabernet sauvignon,"['pittacum', 'la', 'prohibición', 'garnacha', 'tintorera']"
158658908,red,bodegas care finca bancales viñas viejas garnacha ,spain,cariñena,garnacha,bodegas care,2018,tempranillo,garnacha,cabernet sauvignon,"['bodegas', 'care', 'finca', 'bancales', 'viñas', 'viejas', 'garnacha']"
164258715,red,viña zorzal & matías michelini garnache ,spain,navarra,garnacha,viña zorzal & matías michelini,2019,tempranillo,garnacha,cabernet sauvignon,"['viña', 'zorzal', '&', 'matías', 'michelini', 'garnache']"
166679151,red,bodegas frontonio parcela la cerqueta garnacha ,spain,valdejalón,garnacha,bodegas frontonio,2018,tempranillo,garnacha,cabernet sauvignon,"['bodegas', 'frontonio', 'parcela', 'la', 'cerqueta', 'garnacha']"
154604652,red,bodegas frontonio garnacha ,spain,valdejalón,garnacha,bodegas frontonio,2017,tempranillo,garnacha,cabernet sauvignon,"['bodegas', 'frontonio', 'garnacha']"
170645783,red,gil pejenaute tabuca ,spain,campo de borja,garnacha,gil pejenaute,2020,tempranillo,garnacha,cabernet sauvignon,"['gil', 'pejenaute', 'tabuca']"
162664130,red,cuevas de arom tuca negra ,spain,campo de borja,garnacha,cuevas de arom,2017,tempranillo,garnacha,cabernet sauvignon,"['cuevas', 'de', 'arom', 'tuca', 'negra']"
153393949,red,baigorri rioja garnacha ,spain,rioja,garnacha,baigorri,2017,tempranillo,garnacha,cabernet sauvignon,"['baigorri', 'rioja', 'garnacha']"
163048739,red,jiménez-landi ataulfos ,spain,méntrida,garnacha,jiménez-landi,2018,tempranillo,garnacha,cabernet sauvignon,"['jiménez-landi', 'ataulfos']"
169138474,red,vinos divertidos camino a pardos garnacha viñas viejas 80 old vines ,spain,calatayud,garnacha,vinos divertidos,2019,tempranillo,garnacha,cabernet sauvignon,"['vinos', 'divertidos', 'camino', 'a', 'pardos', 'garnacha', 'viñas', 'viejas', '80', 'old', 'vines']"
160142028,red,bernabeleva arroyo del tórtolas ,spain,madrid,garnacha,bernabeleva,2018,tempranillo,garnacha,cabernet sauvignon,"['bernabeleva', 'arroyo', 'del', 'tórtolas']"
169181041,red,finca la aparecida tinto garnacha ,spain,aragón,garnacha,finca la aparecida,2019,tempranillo,garnacha,cabernet sauvignon,"['finca', 'la', 'aparecida', 'tinto', 'garnacha']"
144535650,red,viñas del vero secastilla ,spain,somontano,garnacha,viñas del vero,2016,tempranillo,garnacha,cabernet sauvignon,"['viñas', 'del', 'vero', 'secastilla']"
87877075,red,comando g la mujer cañón ,spain,madrid,garnacha,comando g,2016,tempranillo,garnacha,cabernet sauvignon,"['comando', 'g', 'la', 'mujer', 'cañón']"
156970737,red,telmo rodriguez pegaso granito ,spain,castilla y león,garnacha,telmo rodriguez,2017,tempranillo,garnacha,cabernet sauvignon,"['telmo', 'rodriguez', 'pegaso', 'granito']"
165591407,red,rodríguez de vera atalaque garnacha del horcajo ,spain,méntrida,garnacha,rodríguez de vera,2018,tempranillo,garnacha,cabernet sauvignon,"['rodríguez', 'de', 'vera', 'atalaque', 'garnacha', 'del', 'horcajo']"
160035565,red,mas de mancuso garnacha ,spain,cariñena,garnacha,mas de mancuso,2018,tempranillo,garnacha,cabernet sauvignon,"['mas', 'de', 'mancuso', 'garnacha']"
158534481,red,cuevas de arom tuca negra ,spain,campo de borja,garnacha,cuevas de arom,2016,tempranillo,garnacha,cabernet sauvignon,"['cuevas', 'de', 'arom', 'tuca', 'negra']"
167310153,red,parajes de los vidrios pico del mirlo garnacha ,spain,madrid,garnacha,parajes de los vidrios,2018,tempranillo,garnacha,cabernet sauvignon,"['parajes', 'de', 'los', 'vidrios', 'pico', 'del', 'mirlo', 'garnacha']"
165689939,red,jiménez-landi cantos del diablo ,spain,méntrida,garnacha,jiménez-landi,2019,tempranillo,garnacha,cabernet sauvignon,"['jiménez-landi', 'cantos', 'del', 'diablo']"
159956720,red,dehesa el carrascal mar garcía ,spain,almansa,garnacha,dehesa el carrascal,2019,tempranillo,garnacha,cabernet sauvignon,"['dehesa', 'el', 'carrascal', 'mar', 'garcía']"
168644000,red,cuevas de arom tuca negra ,spain,campo de borja,garnacha,cuevas de arom,2019,tempranillo,garnacha,cabernet sauvignon,"['cuevas', 'de', 'arom', 'tuca', 'negra']"
165829008,red,viña zorzal la peli ,spain,navarra,garnacha,viña zorzal,2018,tempranillo,garnacha,cabernet sauvignon,"['viña', 'zorzal', 'la', 'peli']"
156063876,red,jiménez-landi ataulfos ,spain,méntrida,garnacha,jiménez-landi,2017,tempranillo,garnacha,cabernet sauvignon,"['jiménez-landi', 'ataulfos']"
159364726,red,borsao bodegas tres picos garnacha ,spain,campo de borja,garnacha,borsao bodegas,2019,tempranillo,garnacha,cabernet sauvignon,"['borsao', 'bodegas', 'tres', 'picos', 'garnacha']"
161857370,red,morca flor de morca ,spain,campo de borja,garnacha,morca,2019,tempranillo,garnacha,cabernet sauvignon,"['morca', 'flor', 'de', 'morca']"
156777789,red,proyecto garnachas de españa la garnacha perdida ,spain,aragón,garnacha,proyecto garnachas de españa,2017,tempranillo,garnacha,cabernet sauvignon,"['proyecto', 'garnachas', 'de', 'españa', 'la', 'garnacha', 'perdida']"
161325989,red,bodegas ateca atteca garnacha (old vines) ,spain,calatayud,garnacha,bodegas ateca,2019,tempranillo,garnacha,cabernet sauvignon,"['bodegas', 'ateca', 'atteca', 'garnacha', '(', 'old', 'vines', ')']"
153317524,red,artadi artazu pasos de san martín garnacha ,spain,vino de españa,garnacha,artadi,2016,tempranillo,garnacha,cabernet sauvignon,"['artadi', 'artazu', 'pasos', 'de', 'san', 'martín', 'garnacha']"
146732492,red,el escocés volante el puño tinto ,spain,calatayud,garnacha,el escocés volante,2016,tempranillo,garnacha,cabernet sauvignon,"['el', 'escocés', 'volante', 'el', 'puño', 'tinto']"
5789719,red,palacio de sada garnacha ,spain,navarra,garnacha,palacio de sada,2014,tempranillo,garnacha,cabernet sauvignon,"['palacio', 'de', 'sada', 'garnacha']"
150685783,red,descendientes de j. palacios la faraona bierzo (corullón) ,spain,bierzo,mencía,descendientes de j. palacios,2017,tempranillo,garnacha,cabernet sauvignon,"['descendientes', 'de', 'j.', 'palacios', 'la', 'faraona', 'bierzo', '(', 'corullón', ')']"
103373328,red,descendientes de j. palacios la faraona bierzo (corullón) ,spain,bierzo,mencía,descendientes de j. palacios,2016,tempranillo,garnacha,cabernet sauvignon,"['descendientes', 'de', 'j.', 'palacios', 'la', 'faraona', 'bierzo', '(', 'corullón', ')']"
3078522,red,descendientes de j. palacios la faraona bierzo (corullón) ,spain,bierzo,mencía,descendientes de j. palacios,2013,tempranillo,garnacha,cabernet sauvignon,"['descendientes', 'de', 'j.', 'palacios', 'la', 'faraona', 'bierzo', '(', 'corullón', ')']"
156847519,red,descendientes de j. palacios la faraona bierzo (corullón) ,spain,bierzo,mencía,descendientes de j. palacios,2018,tempranillo,garnacha,cabernet sauvignon,"['descendientes', 'de', 'j.', 'palacios', 'la', 'faraona', 'bierzo', '(', 'corullón', ')']"
168827703,red,losada la bienquerida ,spain,bierzo,mencía,losada,2019,tempranillo,garnacha,cabernet sauvignon,"['losada', 'la', 'bienquerida']"
160023768,red,descendientes de j. palacios las lamas bierzo (corullón) ,spain,bierzo,mencía,descendientes de j. palacios,2018,tempranillo,garnacha,cabernet sauvignon,"['descendientes', 'de', 'j.', 'palacios', 'las', 'lamas', 'bierzo', '(', 'corullón', ')']"
20857463,red,descendientes de j. palacios la faraona bierzo (corullón) ,spain,bierzo,mencía,descendientes de j. palacios,2015,tempranillo,garnacha,cabernet sauvignon,"['descendientes', 'de', 'j.', 'palacios', 'la', 'faraona', 'bierzo', '(', 'corullón', ')']"
166444764,red,losada la bienquerida ,spain,bierzo,mencía,losada,2018,tempranillo,garnacha,cabernet sauvignon,"['losada', 'la', 'bienquerida']"
150354408,red,descendientes de j. palacios las lamas bierzo (corullón) ,spain,bierzo,mencía,descendientes de j. palacios,2017,tempranillo,garnacha,cabernet sauvignon,"['descendientes', 'de', 'j.', 'palacios', 'las', 'lamas', 'bierzo', '(', 'corullón', ')']"
169893137,red,vinos valtuille cabanelas mencia ,spain,bierzo,mencía,vinos valtuille,2017,tempranillo,garnacha,cabernet sauvignon,"['vinos', 'valtuille', 'cabanelas', 'mencia']"
159500149,red,losada altos de losada ,spain,bierzo,mencía,losada,2019,tempranillo,garnacha,cabernet sauvignon,"['losada', 'altos', 'de', 'losada']"
159757165,red,losada altos de losada el cepón ,spain,bierzo,mencía,losada,2017,tempranillo,garnacha,cabernet sauvignon,"['losada', 'altos', 'de', 'losada', 'el', 'cepón']"
148683337,red,descendientes de j. palacios las lamas bierzo (corullón) ,spain,bierzo,mencía,descendientes de j. palacios,2016,tempranillo,garnacha,cabernet sauvignon,"['descendientes', 'de', 'j.', 'palacios', 'las', 'lamas', 'bierzo', '(', 'corullón', ')']"
159680175,red,raúl pérez ultreia valtuille mencía ,spain,bierzo,mencía,raúl pérez,2019,tempranillo,garnacha,cabernet sauvignon,"['raúl', 'pérez', 'ultreia', 'valtuille', 'mencía']"
166740250,red,castro ventosa valtuille cepas centenarias ,spain,bierzo,mencía,castro ventosa,2019,tempranillo,garnacha,cabernet sauvignon,"['castro', 'ventosa', 'valtuille', 'cepas', 'centenarias']"
165370171,red,losada altos de losada ,spain,bierzo,mencía,losada,2020,tempranillo,garnacha,cabernet sauvignon,"['losada', 'altos', 'de', 'losada']"
156228941,red,dominio do bibei lacima ,spain,ribeira sacra,mencía,dominio do bibei,2018,tempranillo,garnacha,cabernet sauvignon,"['dominio', 'do', 'bibei', 'lacima']"
4503091,red,estefanía tilenus pieros ,spain,bierzo,mencía,estefanía,2014,tempranillo,garnacha,cabernet sauvignon,"['estefanía', 'tilenus', 'pieros']"
164233280,red,descendientes de j. palacios moncerbal bierzo (corullón) ,spain,bierzo,mencía,descendientes de j. palacios,2019,tempranillo,garnacha,cabernet sauvignon,"['descendientes', 'de', 'j.', 'palacios', 'moncerbal', 'bierzo', '(', 'corullón', ')']"
172469291,red,raúl pérez kolor ,spain,bierzo,mencía,raúl pérez,2019,tempranillo,garnacha,cabernet sauvignon,"['raúl', 'pérez', 'kolor']"
171119883,red,losada altos de losada el cepón ,spain,bierzo,mencía,losada,2020,tempranillo,garnacha,cabernet sauvignon,"['losada', 'altos', 'de', 'losada', 'el', 'cepón']"
164996997,red,descendientes de j. palacios fontelas bierzo (corullón) ,spain,bierzo,mencía,descendientes de j. palacios,2018,tempranillo,garnacha,cabernet sauvignon,"['descendientes', 'de', 'j.', 'palacios', 'fontelas', 'bierzo', '(', 'corullón', ')']"
151491207,red,losada altos de losada ,spain,bierzo,mencía,losada,2017,tempranillo,garnacha,cabernet sauvignon,"['losada', 'altos', 'de', 'losada']"
3365227,red,bodega luzdivina amigo viñademoya mencia ,spain,bierzo,mencía,bodega luzdivina amigo,2007,tempranillo,garnacha,cabernet sauvignon,"['bodega', 'luzdivina', 'amigo', 'viñademoya', 'mencia']"
22015690,red,descendientes de j. palacios moncerbal bierzo (corullón) ,spain,bierzo,mencía,descendientes de j. palacios,2015,tempranillo,garnacha,cabernet sauvignon,"['descendientes', 'de', 'j.', 'palacios', 'moncerbal', 'bierzo', '(', 'corullón', ')']"
150406681,red,dominio do bibei lacima ,spain,ribeira sacra,mencía,dominio do bibei,2017,tempranillo,garnacha,cabernet sauvignon,"['dominio', 'do', 'bibei', 'lacima']"
156822637,red,casar de burbia hombros ,spain,bierzo,mencía,casar de burbia,2018,tempranillo,garnacha,cabernet sauvignon,"['casar', 'de', 'burbia', 'hombros']"
4503083,red,estefanía tilenus pieros ,spain,bierzo,mencía,estefanía,2012,tempranillo,garnacha,cabernet sauvignon,"['estefanía', 'tilenus', 'pieros']"
163838272,red,castro candaz a boca do demo ,spain,ribeira sacra,mencía,castro candaz,2018,tempranillo,garnacha,cabernet sauvignon,"['castro', 'candaz', 'a', 'boca', 'do', 'demo']"
151918139,red,pittacum aurea ,spain,bierzo,mencía,pittacum,2017,tempranillo,garnacha,cabernet sauvignon,"['pittacum', 'aurea']"
142761098,red,castro ventosa valtuille cepas centenarias ,spain,bierzo,mencía,castro ventosa,2016,tempranillo,garnacha,cabernet sauvignon,"['castro', 'ventosa', 'valtuille', 'cepas', 'centenarias']"
156410166,red,pittacum aurea ,spain,bierzo,mencía,pittacum,2018,tempranillo,garnacha,cabernet sauvignon,"['pittacum', 'aurea']"
157201531,red,descendientes de j. palacios valdafoz bierzo (corullón) ,spain,bierzo,mencía,descendientes de j. palacios,2017,tempranillo,garnacha,cabernet sauvignon,"['descendientes', 'de', 'j.', 'palacios', 'valdafoz', 'bierzo', '(', 'corullón', ')']"
161660077,red,raúl pérez ultreia el rapolao mencía ,spain,bierzo,mencía,raúl pérez,2018,tempranillo,garnacha,cabernet sauvignon,"['raúl', 'pérez', 'ultreia', 'el', 'rapolao', 'mencía']"
162253494,red,michelini i mufatto el rapolao ,spain,bierzo,mencía,michelini i mufatto,2016,tempranillo,garnacha,cabernet sauvignon,"['michelini', 'i', 'mufatto', 'el', 'rapolao']"
163834068,red,descendientes de j. palacios las lamas bierzo (corullón) ,spain,bierzo,mencía,descendientes de j. palacios,2019,tempranillo,garnacha,cabernet sauvignon,"['descendientes', 'de', 'j.', 'palacios', 'las', 'lamas', 'bierzo', '(', 'corullón', ')']"
166030905,red,michelini i mufatto encrucijada ,spain,bierzo,mencía,michelini i mufatto,2018,tempranillo,garnacha,cabernet sauvignon,"['michelini', 'i', 'mufatto', 'encrucijada']"
6791590,red,dominio de tares tares p.3 ,spain,bierzo,mencía,dominio de tares,2009,tempranillo,garnacha,cabernet sauvignon,"['dominio', 'de', 'tares', 'tares', 'p.3']"
158122312,red,merayo la galbana bierzo ,spain,bierzo,mencía,merayo,2016,tempranillo,garnacha,cabernet sauvignon,"['merayo', 'la', 'galbana', 'bierzo']"
143654198,red,dominio de tares p3 mencía ,spain,bierzo,mencía,dominio de tares,2015,tempranillo,garnacha,cabernet sauvignon,"['dominio', 'de', 'tares', 'p3', 'mencía']"
166486197,red,losada la bienquerida ,spain,bierzo,mencía,losada,2020,tempranillo,garnacha,cabernet sauvignon,"['losada', 'la', 'bienquerida']"
169918218,red,mar de envero volandia ,spain,ribeira sacra,mencía,mar de envero,2019,tempranillo,garnacha,cabernet sauvignon,"['mar', 'de', 'envero', 'volandia']"
150885200,red,dominio do bibei lalama ,spain,ribeira sacra,mencía,dominio do bibei,2017,tempranillo,garnacha,cabernet sauvignon,"['dominio', 'do', 'bibei', 'lalama']"
144949440,red,descendientes de j. palacios villa de corullón bierzo ,spain,bierzo,mencía,descendientes de j. palacios,2016,tempranillo,garnacha,cabernet sauvignon,"['descendientes', 'de', 'j.', 'palacios', 'villa', 'de', 'corullón', 'bierzo']"
160556602,red,dominio do bibei lalama ,spain,ribeira sacra,mencía,dominio do bibei,2019,tempranillo,garnacha,cabernet sauvignon,"['dominio', 'do', 'bibei', 'lalama']"
157003191,red,descendientes de j. palacios villa de corullón bierzo ,spain,bierzo,mencía,descendientes de j. palacios,2018,tempranillo,garnacha,cabernet sauvignon,"['descendientes', 'de', 'j.', 'palacios', 'villa', 'de', 'corullón', 'bierzo']"
160317263,red,losada bierzo red ,spain,bierzo,mencía,losada,2019,tempranillo,garnacha,cabernet sauvignon,"['losada', 'bierzo', 'red']"
161482253,red,la vizcaína el rapolao (lomas de valtuille) ,spain,bierzo,mencía,la vizcaína,2019,tempranillo,garnacha,cabernet sauvignon,"['la', 'vizcaína', 'el', 'rapolao', '(', 'lomas', 'de', 'valtuille', ')']"
159910317,red,descendientes de j. palacios villa de corullón bierzo ,spain,bierzo,mencía,descendientes de j. palacios,2019,tempranillo,garnacha,cabernet sauvignon,"['descendientes', 'de', 'j.', 'palacios', 'villa', 'de', 'corullón', 'bierzo']"
144474820,red,mas asturias massuria ,spain,bierzo,mencía,mas asturias,2013,tempranillo,garnacha,cabernet sauvignon,"['mas', 'asturias', 'massuria']"
4317140,red,losada la bienquerida ,spain,bierzo,mencía,losada,2013,tempranillo,garnacha,cabernet sauvignon,"['losada', 'la', 'bienquerida']"
22726845,red,camino del norte el tesón ,spain,bierzo,mencía,camino del norte,2013,tempranillo,garnacha,cabernet sauvignon,"['camino', 'del', 'norte', 'el', 'tesón']"
159907738,red,dominio do bibei ribeira sacra refugallo ,spain,ribeira sacra,mencía,dominio do bibei,2019,tempranillo,garnacha,cabernet sauvignon,"['dominio', 'do', 'bibei', 'ribeira', 'sacra', 'refugallo']"
